comarca,serventia,data_futura,horizonte_meses,taxa_prevista,mes_no_horizonte
FORMOSA,3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),2026-01-31,6,98.61,3
FORMOSA,3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),2026-02-28,6,99.15,4
FORMOSA,3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),2026-03-31,6,99.74,5
FORMOSA,3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),2026-04-30,6,100.0,6
FORMOSA,3ª Vara Cível e Família e Sucessões,2025-11-30,6,93.48,1
FORMOSA,3ª Vara Cível e Família e Sucessões,2025-12-31,6,93.7,2
FORMOSA,3ª Vara Cível e Família e Sucessões,2026-01-31,6,93.93,3
FORMOSA,3ª Vara Cível e Família e Sucessões,2026-02-28,6,94.13,4
FORMOSA,3ª Vara Cível e Família e Sucessões,2026-03-31,6,94.36,5
FORMOSA,3ª Vara Cível e Família e Sucessões,2026-04-30,6,94.57,6
FORMOSA,Juizado Especial Cível e Criminal,2025-11-30,6,85.53,1
FORMOSA,Juizado Especial Cível e Criminal,2025-12-31,6,86.98,2
FORMOSA,Juizado Especial Cível e Criminal,2026-01-31,6,88.42,3
FORMOSA,Juizado Especial Cível e Criminal,2026-02-28,6,89.73,4
FORMOSA,Juizado Especial Cível e Criminal,2026-03-31,6,91.18,5
FORMOSA,Juizado Especial Cível e Criminal,2026-04-30,6,92.58,6
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2025-11-30,6,96.04,1
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2025-12-31,6,96.01,2
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2026-01-31,6,95.98,3
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2026-02-28,6,95.95,4
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2026-03-31,6,95.92,5
FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",2026-04-30,6,95.9,6
FORMOSO,Vara Judicial,2025-11-30,6,90.9,1
FORMOSO,Vara Judicial,2025-12-31,6,91.15,2
FORMOSO,Vara Judicial,2026-01-31,6,91.41,3
FORMOSO,Vara Judicial,2026-02-28,6,91.64,4
FORMOSO,Vara Judicial,2026-03-31,6,91.89,5
FORMOSO,Vara Judicial,2026-04-30,6,92.14,6
GOIANDIRA,Vara Judicial,2025-11-30,6,100.0,1
GOIANDIRA,Vara Judicial,2025-12-31,6,100.0,2
GOIANDIRA,Vara Judicial,2026-01-31,6,100.0,3
GOIANDIRA,Vara Judicial,2026-02-28,6,100.0,4
GOIANDIRA,Vara Judicial,2026-03-31,6,100.0,5
GOIANDIRA,Vara Judicial,2026-04-30,6,100.0,6
GOIANIRA,Juizado Especial Cível e Criminal,2025-11-30,6,77.9,1
GOIANIRA,Juizado Especial Cível e Criminal,2025-12-31,6,78.83,2
GOIANIRA,Juizado Especial Cível e Criminal,2026-01-31,6,79.76,3
GOIANIRA,Juizado Especial Cível e Criminal,2026-02-28,6,80.59,4
GOIANIRA,Juizado Especial Cível e Criminal,2026-03-31,6,81.52,5
GOIANIRA,Juizado Especial Cível e Criminal,2026-04-30,6,82.41,6
GOIANIRA,Vara Criminal,2025-11-30,6,100.0,1
GOIANIRA,Vara Criminal,2025-12-31,6,100.0,2
GOIANIRA,Vara Criminal,2026-01-31,6,100.0,3
GOIANIRA,Vara Criminal,2026-02-28,6,100.0,4
GOIANIRA,Vara Criminal,2026-03-31,6,100.0,5
GOIANIRA,Vara Criminal,2026-04-30,6,100.0,6
GOIANIRA,Vara Cível,2025-11-30,6,91.93,1
GOIANIRA,Vara Cível,2025-12-31,6,91.89,2
GOIANIRA,Vara Cível,2026-01-31,6,91.85,3
GOIANIRA,Vara Cível,2026-02-28,6,91.81,4
GOIANIRA,Vara Cível,2026-03-31,6,91.77,5
GOIANIRA,Vara Cível,2026-04-30,6,91.73,6
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2025-11-30,6,88.6,1
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2025-12-31,6,88.97,2
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2026-01-31,6,89.34,3
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2026-02-28,6,89.67,4
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2026-03-31,6,90.04,5
GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",2026-04-30,6,90.39,6
GOIANÁPOLIS,Vara Judicial,2025-11-30,6,96.89,1
GOIANÁPOLIS,Vara Judicial,2025-12-31,6,97.1,2
GOIANÁPOLIS,Vara Judicial,2026-01-31,6,97.3,3
GOIANÁPOLIS,Vara Judicial,2026-02-28,6,97.49,4
GOIANÁPOLIS,Vara Judicial,2026-03-31,6,97.7,5
GOIANÁPOLIS,Vara Judicial,2026-04-30,6,97.89,6
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2025-11-30,6,93.11,1
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2025-12-31,6,93.34,2
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2026-01-31,6,93.57,3
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2026-02-28,6,93.78,4
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2026-03-31,6,94.01,5
GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",2026-04-30,6,94.23,6
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2025-11-30,6,95.97,1
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2025-12-31,6,96.43,2
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2026-01-31,6,96.9,3
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2026-02-28,6,97.32,4
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2026-03-31,6,97.78,5
GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),2026-04-30,6,98.24,6
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2025-11-30,6,91.26,1
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2025-12-31,6,92.07,2
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2026-01-31,6,92.89,3
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2026-02-28,6,93.62,4
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2026-03-31,6,94.43,5
GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",2026-04-30,6,95.22,6
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2025-11-30,6,93.91,1
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2025-12-31,6,94.22,2
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2026-01-31,6,94.54,3
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2026-02-28,6,94.82,4
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2026-03-31,6,95.14,5
GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",2026-04-30,6,95.44,6
GOIANÉSIA,Juizado Especial Cível e Criminal,2025-11-30,6,99.76,1
GOIANÉSIA,Juizado Especial Cível e Criminal,2025-12-31,6,100.0,2
GOIANÉSIA,Juizado Especial Cível e Criminal,2026-01-31,6,100.0,3
GOIANÉSIA,Juizado Especial Cível e Criminal,2026-02-28,6,100.0,4
GOIANÉSIA,Juizado Especial Cível e Criminal,2026-03-31,6,100.0,5
GOIANÉSIA,Juizado Especial Cível e Criminal,2026-04-30,6,100.0,6
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2025-11-30,6,96.58,1
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2025-12-31,6,96.84,2
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2026-01-31,6,97.1,3
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2026-02-28,6,97.34,4
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2026-03-31,6,97.6,5
GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,2026-04-30,6,97.85,6
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2025-11-30,6,97.26,1
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2025-12-31,6,97.77,2
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2026-01-31,6,98.28,3
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2026-02-28,6,98.75,4
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2026-03-31,6,99.26,5
GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",2026-04-30,6,99.76,6
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2025-11-30,6,97.16,1
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2025-12-31,6,97.62,2
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2026-01-31,6,98.08,3
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2026-02-28,6,98.49,4
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2026-03-31,6,98.95,5
GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",2026-04-30,6,99.4,6
GOIATUBA,Juizado Especial Cível e Criminal,2025-11-30,6,80.27,1
GOIATUBA,Juizado Especial Cível e Criminal,2025-12-31,6,80.56,2
GOIATUBA,Juizado Especial Cível e Criminal,2026-01-31,6,80.86,3
GOIATUBA,Juizado Especial Cível e Criminal,2026-02-28,6,81.13,4
GOIATUBA,Juizado Especial Cível e Criminal,2026-03-31,6,81.43,5
GOIATUBA,Juizado Especial Cível e Criminal,2026-04-30,6,81.72,6
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2025-11-30,6,94.18,1
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2025-12-31,6,94.39,2
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2026-01-31,6,94.6,3
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2026-02-28,6,94.79,4
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2026-03-31,6,95.0,5
GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",2026-04-30,6,95.21,6
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2025-11-30,6,93.43,1
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2025-12-31,6,93.7,2
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2026-01-31,6,93.96,3
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2026-02-28,6,94.2,4
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2026-03-31,6,94.47,5
GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",2026-04-30,6,94.73,6
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2025-11-30,6,85.72,1
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2025-12-31,6,86.11,2
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2026-01-31,6,86.49,3
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2026-02-28,6,86.84,4
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2026-03-31,6,87.22,5
GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,2026-04-30,6,87.59,6
GOIÂNIA,10ª Vara Cível,2025-11-30,6,93.11,1
GOIÂNIA,10ª Vara Cível,2025-12-31,6,93.22,2
GOIÂNIA,10ª Vara Cível,2026-01-31,6,93.34,3
GOIÂNIA,10ª Vara Cível,2026-02-28,6,93.44,4
GOIÂNIA,10ª Vara Cível,2026-03-31,6,93.56,5
GOIÂNIA,10ª Vara Cível,2026-04-30,6,93.67,6
GOIÂNIA,10º Juizado Especial Cível,2025-11-30,6,87.61,1
GOIÂNIA,10º Juizado Especial Cível,2025-12-31,6,89.45,2
GOIÂNIA,10º Juizado Especial Cível,2026-01-31,6,91.29,3
GOIÂNIA,10º Juizado Especial Cível,2026-02-28,6,92.95,4
GOIÂNIA,10º Juizado Especial Cível,2026-03-31,6,94.79,5
GOIÂNIA,10º Juizado Especial Cível,2026-04-30,6,96.57,6
GOIÂNIA,11ª Vara Cível,2025-11-30,6,88.01,1
GOIÂNIA,11ª Vara Cível,2025-12-31,6,87.95,2
GOIÂNIA,11ª Vara Cível,2026-01-31,6,87.89,3
GOIÂNIA,11ª Vara Cível,2026-02-28,6,87.83,4
GOIÂNIA,11ª Vara Cível,2026-03-31,6,87.77,5
GOIÂNIA,11ª Vara Cível,2026-04-30,6,87.71,6
GOIÂNIA,11º Juizado Especial Cível,2025-11-30,6,77.57,1
GOIÂNIA,11º Juizado Especial Cível,2025-12-31,6,79.4,2
GOIÂNIA,11º Juizado Especial Cível,2026-01-31,6,81.24,3
GOIÂNIA,11º Juizado Especial Cível,2026-02-28,6,82.9,4
GOIÂNIA,11º Juizado Especial Cível,2026-03-31,6,84.74,5
GOIÂNIA,11º Juizado Especial Cível,2026-04-30,6,86.52,6
GOIÂNIA,12ª Vara Cível,2025-11-30,6,92.98,1
GOIÂNIA,12ª Vara Cível,2025-12-31,6,93.02,2
GOIÂNIA,12ª Vara Cível,2026-01-31,6,93.05,3
GOIÂNIA,12ª Vara Cível,2026-02-28,6,93.08,4
GOIÂNIA,12ª Vara Cível,2026-03-31,6,93.12,5
GOIÂNIA,12ª Vara Cível,2026-04-30,6,93.15,6
GOIÂNIA,13ª Vara Cível e Ambiental,2025-11-30,6,92.78,1
GOIÂNIA,13ª Vara Cível e Ambiental,2025-12-31,6,92.83,2
GOIÂNIA,13ª Vara Cível e Ambiental,2026-01-31,6,92.88,3
GOIÂNIA,13ª Vara Cível e Ambiental,2026-02-28,6,92.93,4
GOIÂNIA,13ª Vara Cível e Ambiental,2026-03-31,6,92.98,5
GOIÂNIA,13ª Vara Cível e Ambiental,2026-04-30,6,93.03,6
GOIÂNIA,14ª Vara Cível e Ambiental,2025-11-30,6,90.59,1
GOIÂNIA,14ª Vara Cível e Ambiental,2025-12-31,6,90.47,2
GOIÂNIA,14ª Vara Cível e Ambiental,2026-01-31,6,90.36,3
GOIÂNIA,14ª Vara Cível e Ambiental,2026-02-28,6,90.26,4
GOIÂNIA,14ª Vara Cível e Ambiental,2026-03-31,6,90.14,5
GOIÂNIA,14ª Vara Cível e Ambiental,2026-04-30,6,90.03,6
GOIÂNIA,15ª Vara Cível e Ambiental,2025-11-30,6,95.06,1
GOIÂNIA,15ª Vara Cível e Ambiental,2025-12-31,6,95.23,2
GOIÂNIA,15ª Vara Cível e Ambiental,2026-01-31,6,95.41,3
GOIÂNIA,15ª Vara Cível e Ambiental,2026-02-28,6,95.57,4
GOIÂNIA,15ª Vara Cível e Ambiental,2026-03-31,6,95.75,5
GOIÂNIA,15ª Vara Cível e Ambiental,2026-04-30,6,95.93,6
GOIÂNIA,16ª Vara Cível e Ambiental,2025-11-30,6,94.85,1
GOIÂNIA,16ª Vara Cível e Ambiental,2025-12-31,6,95.08,2
GOIÂNIA,16ª Vara Cível e Ambiental,2026-01-31,6,95.31,3
GOIÂNIA,16ª Vara Cível e Ambiental,2026-02-28,6,95.51,4
GOIÂNIA,16ª Vara Cível e Ambiental,2026-03-31,6,95.74,5
GOIÂNIA,16ª Vara Cível e Ambiental,2026-04-30,6,95.96,6
GOIÂNIA,17ª Vara Cível e Ambiental,2025-11-30,6,92.82,1
GOIÂNIA,17ª Vara Cível e Ambiental,2025-12-31,6,92.98,2
GOIÂNIA,17ª Vara Cível e Ambiental,2026-01-31,6,93.14,3
GOIÂNIA,17ª Vara Cível e Ambiental,2026-02-28,6,93.29,4
GOIÂNIA,17ª Vara Cível e Ambiental,2026-03-31,6,93.45,5
GOIÂNIA,17ª Vara Cível e Ambiental,2026-04-30,6,93.61,6
GOIÂNIA,18ª Vara Cível e Ambiental,2025-11-30,6,95.58,1
GOIÂNIA,18ª Vara Cível e Ambiental,2025-12-31,6,95.66,2
GOIÂNIA,18ª Vara Cível e Ambiental,2026-01-31,6,95.74,3
GOIÂNIA,18ª Vara Cível e Ambiental,2026-02-28,6,95.82,4
GOIÂNIA,18ª Vara Cível e Ambiental,2026-03-31,6,95.9,5
GOIÂNIA,18ª Vara Cível e Ambiental,2026-04-30,6,95.99,6
GOIÂNIA,19ª Vara Cível e Ambiental,2025-11-30,6,94.13,1
GOIÂNIA,19ª Vara Cível e Ambiental,2025-12-31,6,94.11,2
GOIÂNIA,19ª Vara Cível e Ambiental,2026-01-31,6,94.09,3
GOIÂNIA,19ª Vara Cível e Ambiental,2026-02-28,6,94.08,4
GOIÂNIA,19ª Vara Cível e Ambiental,2026-03-31,6,94.06,5
GOIÂNIA,19ª Vara Cível e Ambiental,2026-04-30,6,94.04,6
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2025-11-30,6,89.23,1
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2025-12-31,6,91.24,2
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2026-01-31,6,93.25,3
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2026-02-28,6,95.06,4
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2026-03-31,6,97.07,5
GOIÂNIA,1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri,2026-04-30,6,99.01,6
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2025-11-30,6,97.03,1
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2025-12-31,6,97.25,2
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2026-01-31,6,97.47,3
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2026-02-28,6,97.66,4
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2026-03-31,6,97.88,5
GOIÂNIA,"1ª Vara Criminal dos crimes contra vítimas hipervulneráveis (Crianças e Adolescentes, Pessoas com Deficiência e Idosos) e crimes de trânsito",2026-04-30,6,98.1,6
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2025-11-30,6,99.06,1
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2025-12-31,6,99.42,2
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2026-01-31,6,99.77,3
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2026-02-28,6,100.0,4
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2026-03-31,6,100.0,5
GOIÂNIA,1ª Vara Criminal dos crimes punidos com reclusão e detenção,2026-04-30,6,100.0,6
GOIÂNIA,1ª Vara Cível,2025-11-30,6,91.13,1
GOIÂNIA,1ª Vara Cível,2025-12-31,6,91.23,2
GOIÂNIA,1ª Vara Cível,2026-01-31,6,91.32,3
GOIÂNIA,1ª Vara Cível,2026-02-28,6,91.4,4
GOIÂNIA,1ª Vara Cível,2026-03-31,6,91.49,5
GOIÂNIA,1ª Vara Cível,2026-04-30,6,91.58,6
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2025-11-30,6,92.4,1
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2025-12-31,6,92.46,2
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2026-01-31,6,92.51,3
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2026-02-28,6,92.56,4
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2026-03-31,6,92.62,5
GOIÂNIA,1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal,2026-04-30,6,92.67,6
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2025-11-30,6,92.77,1
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2025-12-31,6,92.68,2
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2026-01-31,6,92.58,3
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2026-02-28,6,92.49,4
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2026-03-31,6,92.39,5
GOIÂNIA,1ª Vara da Fazenda Pública Estadual,2026-04-30,6,92.29,6
GOIÂNIA,1ª Vara das Garantias,2025-11-30,6,83.99,1
GOIÂNIA,1ª Vara das Garantias,2025-12-31,6,83.57,2
GOIÂNIA,1ª Vara das Garantias,2026-01-31,6,83.15,3
GOIÂNIA,1ª Vara das Garantias,2026-02-28,6,82.78,4
GOIÂNIA,1ª Vara das Garantias,2026-03-31,6,82.36,5
GOIÂNIA,1ª Vara das Garantias,2026-04-30,6,81.96,6
GOIÂNIA,1ª Vara de Família,2025-11-30,6,89.14,1
GOIÂNIA,1ª Vara de Família,2025-12-31,6,89.83,2
GOIÂNIA,1ª Vara de Família,2026-01-31,6,90.53,3
GOIÂNIA,1ª Vara de Família,2026-02-28,6,91.16,4
GOIÂNIA,1ª Vara de Família,2026-03-31,6,91.86,5
GOIÂNIA,1ª Vara de Família,2026-04-30,6,92.53,6
GOIÂNIA,1ª Vara de Sucessões,2025-11-30,6,93.26,1
GOIÂNIA,1ª Vara de Sucessões,2025-12-31,6,93.25,2
GOIÂNIA,1ª Vara de Sucessões,2026-01-31,6,93.24,3
GOIÂNIA,1ª Vara de Sucessões,2026-02-28,6,93.23,4
GOIÂNIA,1ª Vara de Sucessões,2026-03-31,6,93.22,5
GOIÂNIA,1ª Vara de Sucessões,2026-04-30,6,93.21,6
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2025-11-30,6,97.86,1
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2025-12-31,6,99.25,2
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2026-01-31,6,100.0,3
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2026-02-28,6,100.0,4
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2026-03-31,6,100.0,5
GOIÂNIA,"1ª Vara dos Feitos Relativos a Delitos Praticados por Organização Criminosa e de Lavagem ou Ocultação de Bens, Direitos e Valores",2026-04-30,6,100.0,6
GOIÂNIA,1º Juizado Especial Criminal,2025-11-30,6,55.21,1
GOIÂNIA,1º Juizado Especial Criminal,2025-12-31,6,56.87,2
GOIÂNIA,1º Juizado Especial Criminal,2026-01-31,6,58.54,3
GOIÂNIA,1º Juizado Especial Criminal,2026-02-28,6,60.04,4
GOIÂNIA,1º Juizado Especial Criminal,2026-03-31,6,61.71,5
GOIÂNIA,1º Juizado Especial Criminal,2026-04-30,6,63.32,6
GOIÂNIA,1º Juizado Especial Cível,2025-11-30,6,64.84,1
GOIÂNIA,1º Juizado Especial Cível,2025-12-31,6,65.8,2
GOIÂNIA,1º Juizado Especial Cível,2026-01-31,6,66.76,3
GOIÂNIA,1º Juizado Especial Cível,2026-02-28,6,67.62,4
GOIÂNIA,1º Juizado Especial Cível,2026-03-31,6,68.58,5
GOIÂNIA,1º Juizado Especial Cível,2026-04-30,6,69.51,6
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2025-11-30,6,86.35,1
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2025-12-31,6,87.5,2
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2026-01-31,6,88.65,3
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2026-02-28,6,89.69,4
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2026-03-31,6,90.84,5
GOIÂNIA,1º Juizado da Infância e da Juventude das causas cíveis e questões adm. afins,2026-04-30,6,91.95,6
GOIÂNIA,1º Juizado de Violência Doméstica e Familiar contra a Mulher,2025-11-30,6,72.95,1
GOIÂNIA,1º Juizado de Violência Doméstica e Familiar contra a Mulher,2025-12-31,6,73.69,2
GOIÂNIA,1º Juizado de Violência Doméstica e Familiar contra a Mulher,2026-01-31,6,74.42,3
GOIÂNIA,1º Juizado de Violência Doméstica e Familiar contra a Mulher,2026-02-28,6,75.09,4
